location,date,total_cases
Canada,2023-12-06,1467
Canada,2023-12-07,1467
Canada,2023-12-08,1467
Canada,2023-12-09,1467
Canada,2023-12-10,1467
Canada,2023-12-11,1467
Canada,2023-12-12,1467
Canada,2023-12-13,1467
Canada,2023-12-14,1467
Canada,2023-12-15,1467
Canada,2023-12-16,1467
Canada,2023-12-17,1467
Canada,2023-12-18,1467
Canada,2023-12-19,1467
Canada,2023-12-20,1467
Canada,2023-12-21,1467
Canada,2023-12-22,1467
Canada,2023-12-23,1467
Canada,2023-12-24,1467
Canada,2023-12-25,1467
Canada,2023-12-26,1467
Canada,2023-12-27,1467
Canada,2023-12-28,1467
Canada,2023-12-29,1467
Canada,2023-12-30,1467
Canada,2023-12-31,1467
Canada,2024-01-01,1467
Canada,2024-01-02,1467
Canada,2024-01-03,1467
Canada,2024-01-04,1467
Canada,2024-01-05,1467
Canada,2024-01-06,1467
Canada,2024-01-07,1467
Canada,2024-01-08,1467
Canada,2024-01-09,1467
Canada,2024-01-10,1467
Canada,2024-01-11,1467
Canada,2024-01-12,1467
Canada,2024-01-13,1467
Canada,2024-01-14,1467
Canada,2024-01-15,1467
Canada,2024-01-16,1467
Canada,2024-01-17,1467
Canada,2024-01-18,1467
Canada,2024-01-19,1467
Canada,2024-01-20,1467
Canada,2024-01-21,1467
Canada,2024-01-22,1467
Canada,2024-01-23,1467
Canada,2024-01-24,1467
Canada,2024-01-25,1467
Canada,2024-01-26,1467
Canada,2024-01-27,1467
Canada,2024-01-28,1467
Canada,2024-01-29,1467
Central African Republic,2022-05-01,4
Central African Republic,2022-05-02,4
Central African Republic,2022-05-03,4
Central African Republic,2022-05-04,4
Central African Republic,2022-05-05,4
Central African Republic,2022-05-06,4
Central African Republic,2022-05-07,4
Central African Republic,2022-05-08,4
Central African Republic,2022-05-09,4
Central African Republic,2022-05-10,4
Central African Republic,2022-05-11,4
Central African Republic,2022-05-12,4
Central African Republic,2022-05-13,4
Central African Republic,2022-05-14,4
Central African Republic,2022-05-15,4
Central African Republic,2022-05-16,4
Central African Republic,2022-05-17,4
Central African Republic,2022-05-18,4
Central African Republic,2022-05-19,4
Central African Republic,2022-05-20,4
Central African Republic,2022-05-21,4
Central African Republic,2022-05-22,4
Central African Republic,2022-05-23,4
Central African Republic,2022-05-24,4
Central African Republic,2022-05-25,4
Central African Republic,2022-05-26,4
Central African Republic,2022-05-27,4
Central African Republic,2022-05-28,4
Central African Republic,2022-05-29,4
Central African Republic,2022-05-30,4
Central African Republic,2022-05-31,4
Central African Republic,2022-06-01,4
Central African Republic,2022-06-02,4
Central African Republic,2022-06-03,4
Central African Republic,2022-06-04,4
Central African Republic,2022-06-05,4
Central African Republic,2022-06-06,4
Central African Republic,2022-06-07,4
Central African Republic,2022-06-08,4
Central African Republic,2022-06-09,4
Central African Republic,2022-06-10,4
Central African Republic,2022-06-11,4
Central African Republic,2022-06-12,4
Central African Republic,2022-06-13,4
Central African Republic,2022-06-14,4
Central African Republic,2022-06-15,4
Central African Republic,2022-06-16,4
Central African Republic,2022-06-17,4
Central African Republic,2022-06-18,4
Central African Republic,2022-06-19,4
Central African Republic,2022-06-20,4
Central African Republic,2022-06-21,4
Central African Republic,2022-06-22,4
Central African Republic,2022-06-23,4
Central African Republic,2022-06-24,4
Central African Republic,2022-06-25,4
Central African Republic,2022-06-26,4
Central African Republic,2022-06-27,4
Central African Republic,2022-06-28,4
Central African Republic,2022-06-29,4
Central African Republic,2022-06-30,4
Central African Republic,2022-07-01,4
Central African Republic,2022-07-02,4
Central African Republic,2022-07-03,4
Central African Republic,2022-07-04,4
Central African Republic,2022-07-05,4
Central African Republic,2022-07-06,4
Central African Republic,2022-07-07,4
Central African Republic,2022-07-08,4
Central African Republic,2022-07-09,4
Central African Republic,2022-07-10,4
Central African Republic,2022-07-11,4
Central African Republic,2022-07-12,4
Central African Republic,2022-07-13,4
Central African Republic,2022-07-14,4
Central African Republic,2022-07-15,6
Central African Republic,2022-07-16,6
Central African Republic,2022-07-17,6
Central African Republic,2022-07-18,6
Central African Republic,2022-07-19,6
Central African Republic,2022-07-20,6
Central African Republic,2022-07-21,6
Central African Republic,2022-07-22,6
Central African Republic,2022-07-23,6
Central African Republic,2022-07-24,6
Central African Republic,2022-07-25,6
Central African Republic,2022-07-26,6
Central African Republic,2022-07-27,6
Central African Republic,2022-07-28,6
Central African Republic,2022-07-29,7
Central African Republic,2022-07-30,7
Central African Republic,2022-07-31,7
Central African Republic,2022-08-01,7
Central African Republic,2022-08-02,7
Central African Republic,2022-08-03,7
Central African Republic,2022-08-04,7
Central African Republic,2022-08-05,7
Central African Republic,2022-08-06,7
Central African Republic,2022-08-07,7
Central African Republic,2022-08-08,7
Central African Republic,2022-08-09,7
Central African Republic,2022-08-10,7
Central African Republic,2022-08-11,7
Central African Republic,2022-08-12,8
Central African Republic,2022-08-13,8
Central African Republic,2022-08-14,8
Central African Republic,2022-08-15,8
Central African Republic,2022-08-16,8
Central African Republic,2022-08-17,8
Central African Republic,2022-08-18,8
Central African Republic,2022-08-19,8
Central African Republic,2022-08-20,8
Central African Republic,2022-08-21,8
Central African Republic,2022-08-22,8
Central African Republic,2022-08-23,8
Central African Republic,2022-08-24,8
Central African Republic,2022-08-25,8
Central African Republic,2022-08-26,8
Central African Republic,2022-08-27,8
Central African Republic,2022-08-28,8
Central African Republic,2022-08-29,8
Central African Republic,2022-08-30,8
Central African Republic,2022-08-31,8
Central African Republic,2022-09-01,8
Central African Republic,2022-09-02,8
Central African Republic,2022-09-03,8
Central African Republic,2022-09-04,8
Central African Republic,2022-09-05,8
Central African Republic,2022-09-06,8
Central African Republic,2022-09-07,8
Central African Republic,2022-09-08,8
Central African Republic,2022-09-09,9
Central African Republic,2022-09-10,9
Central African Republic,2022-09-11,9
Central African Republic,2022-09-12,9
Central African Republic,2022-09-13,9
Central African Republic,2022-09-14,9
Central African Republic,2022-09-15,9
Central African Republic,2022-09-16,9
Central African Republic,2022-09-17,9
Central African Republic,2022-09-18,9
Central African Republic,2022-09-19,9
Central African Republic,2022-09-20,9
Central African Republic,2022-09-21,9
Central African Republic,2022-09-22,9
Central African Republic,2022-09-23,10
Central African Republic,2022-09-24,10
Central African Republic,2022-09-25,10
Central African Republic,2022-09-26,10
Central African Republic,2022-09-27,10
Central African Republic,2022-09-28,10
Central African Republic,2022-09-29,10
Central African Republic,2022-09-30,10
Central African Republic,2022-10-01,10
Central African Republic,2022-10-02,10
Central African Republic,2022-10-03,10
Central African Republic,2022-10-04,10
Central African Republic,2022-10-05,10
Central African Republic,2022-10-06,10
Central African Republic,2022-10-07,10
Central African Republic,2022-10-08,10
Central African Republic,2022-10-09,10
Central African Republic,2022-10-10,10
Central African Republic,2022-10-11,10
Central African Republic,2022-10-12,10
Central African Republic,2022-10-13,10
Central African Republic,2022-10-14,13
Central African Republic,2022-10-15,13
Central African Republic,2022-10-16,13
Central African Republic,2022-10-17,13
Central African Republic,2022-10-18,13
Central African Republic,2022-10-19,13
Central African Republic,2022-10-20,13
Central African Republic,2022-10-21,13
Central African Republic,2022-10-22,13
Central African Republic,2022-10-23,13
Central African Republic,2022-10-24,13
Central African Republic,2022-10-25,13
Central African Republic,2022-10-26,13
Central African Republic,2022-10-27,13
Central African Republic,2022-10-28,13
Central African Republic,2022-10-29,13
Central African Republic,2022-10-30,13
Central African Republic,2022-10-31,13
Central African Republic,2022-11-01,13
Central African Republic,2022-11-02,13
Central African Republic,2022-11-03,13
Central African Republic,2022-11-04,13
Central African Republic,2022-11-05,13
Central African Republic,2022-11-06,13
Central African Republic,2022-11-07,13
Central African Republic,2022-11-08,13
Central African Republic,2022-11-09,13
Central African Republic,2022-11-10,13
Central African Republic,2022-11-11,13
Central African Republic,2022-11-12,13
Central African Republic,2022-11-13,13
Central African Republic,2022-11-14,13
Central African Republic,2022-11-15,13
Central African Republic,2022-11-16,13
Central African Republic,2022-11-17,13
Central African Republic,2022-11-18,13
Central African Republic,2022-11-19,13
Central African Republic,2022-11-20,13
Central African Republic,2022-11-21,13
Central African Republic,2022-11-22,13
Central African Republic,2022-11-23,13
Central African Republic,2022-11-24,13
Central African Republic,2022-11-25,13
Central African Republic,2022-11-26,13
Central African Republic,2022-11-27,13
Central African Republic,2022-11-28,13
Central African Republic,2022-11-29,13
Central African Republic,2022-11-30,13
Central African Republic,2022-12-01,13
Central African Republic,2022-12-02,13
Central African Republic,2022-12-03,13
Central African Republic,2022-12-04,13
Central African Republic,2022-12-05,13
Central African Republic,2022-12-06,13
Central African Republic,2022-12-07,13
Central African Republic,2022-12-08,13
Central African Republic,2022-12-09,14
Central African Republic,2022-12-10,14
Central African Republic,2022-12-11,14
Central African Republic,2022-12-12,14
Central African Republic,2022-12-13,14
Central African Republic,2022-12-14,14
Central African Republic,2022-12-15,14
Central African Republic,2022-12-16,15
Central African Republic,2022-12-17,15
Central African Republic,2022-12-18,15
Central African Republic,2022-12-19,15
Central African Republic,2022-12-20,15
Central African Republic,2022-12-21,15
Central African Republic,2022-12-22,15
Central African Republic,2022-12-23,15
Central African Republic,2022-12-24,15
Central African Republic,2022-12-25,15
Central African Republic,2022-12-26,15
Central African Republic,2022-12-27,15
Central African Republic,2022-12-28,15
Central African Republic,2022-12-29,15
Central African Republic,2022-12-30,16
Central African Republic,2022-12-31,16
Central African Republic,2023-01-01,16
Central African Republic,2023-01-02,16
Central African Republic,2023-01-03,16
Central African Republic,2023-01-04,16
Central African Republic,2023-01-05,16
Central African Republic,2023-01-06,18
Central African Republic,2023-01-07,18
Central African Republic,2023-01-08,18
Central African Republic,2023-01-09,18
Central African Republic,2023-01-10,20
Central African Republic,2023-01-11,20
Central African Republic,2023-01-12,20
Central African Republic,2023-01-13,20
Central African Republic,2023-01-14,20
Central African Republic,2023-01-15,20
Central African Republic,2023-01-16,20
Central African Republic,2023-01-17,20
Central African Republic,2023-01-18,20
Central African Republic,2023-01-19,20
Central African Republic,2023-01-20,20
Central African Republic,2023-01-21,20
Central African Republic,2023-01-22,20
Central African Republic,2023-01-23,20
Central African Republic,2023-01-24,20
Central African Republic,2023-01-25,20
Central African Republic,2023-01-26,20
Central African Republic,2023-01-27,22
Central African Republic,2023-01-28,22
Central African Republic,2023-01-29,22
Central African Republic,2023-01-30,22
Central African Republic,2023-01-31,22
Central African Republic,2023-02-01,22
Central African Republic,2023-02-02,22
Central African Republic,2023-02-03,22
Central African Republic,2023-02-04,22
Central African Republic,2023-02-05,22
Central African Republic,2023-02-06,22
Central African Republic,2023-02-07,22
Central African Republic,2023-02-08,22
Central African Republic,2023-02-09,22
Central African Republic,2023-02-10,24
Central African Republic,2023-02-11,24
Central African Republic,2023-02-12,24
Central African Republic,2023-02-13,24
Central African Republic,2023-02-14,24
Central African Republic,2023-02-15,24
Central African Republic,2023-02-16,24
Central African Republic,2023-02-17,26
Central African Republic,2023-02-18,26
Central African Republic,2023-02-19,26
Central African Republic,2023-02-20,26
Central African Republic,2023-02-21,26
Central African Republic,2023-02-22,26
Central African Republic,2023-02-23,26
Central African Republic,2023-02-24,26
Central African Republic,2023-02-25,26
Central African Republic,2023-02-26,26
Central African Republic,2023-02-27,26
Central African Republic,2023-02-28,26
Central African Republic,2023-03-01,26
Central African Republic,2023-03-02,26
Central African Republic,2023-03-03,26
Central African Republic,2023-03-04,26
Central African Republic,2023-03-05,26
Central African Republic,2023-03-06,26
Central African Republic,2023-03-07,26
Central African Republic,2023-03-08,26
Central African Republic,2023-03-09,26
Central African Republic,2023-03-10,28
Central African Republic,2023-03-11,28
Central African Republic,2023-03-12,28
Central African Republic,2023-03-13,28
Central African Republic,2023-03-14,28
Central African Republic,2023-03-15,28
Central African Republic,2023-03-16,28
Central African Republic,2023-03-17,28
Central African Republic,2023-03-18,28
Central African Republic,2023-03-19,28
Central African Republic,2023-03-20,28
Central African Republic,2023-03-21,28
Central African Republic,2023-03-22,28
Central African Republic,2023-03-23,28
Central African Republic,2023-03-24,30
Central African Republic,2023-03-25,30
Central African Republic,2023-03-26,30
Central African Republic,2023-03-27,30
Central African Republic,2023-03-28,30
Central African Republic,2023-03-29,30
Central African Republic,2023-03-30,30
Central African Republic,2023-03-31,30
Central African Republic,2023-04-01,30
Central African Republic,2023-04-02,30
Central African Republic,2023-04-03,30
Central African Republic,2023-04-04,30
Central African Republic,2023-04-05,30
Central African Republic,2023-04-06,30
Central African Republic,2023-04-07,30
Central African Republic,2023-04-08,30
Central African Republic,2023-04-09,30
Central African Republic,2023-04-10,30
Central African Republic,2023-04-11,30
Central African Republic,2023-04-12,30
Central African Republic,2023-04-13,30
Central African Republic,2023-04-14,30
Central African Republic,2023-04-15,30
Central African Republic,2023-04-16,30
Central African Republic,2023-04-17,30
Central African Republic,2023-04-18,30
Central African Republic,2023-04-19,30
Central African Republic,2023-04-20,30
Central African Republic,2023-04-21,30
Central African Republic,2023-04-22,30
Central African Republic,2023-04-23,30
Central African Republic,2023-04-24,30
Central African Republic,2023-04-25,30
Central African Republic,2023-04-26,30
Central African Republic,2023-04-27,30
Central African Republic,2023-04-28,30
Central African Republic,2023-04-29,30
Central African Republic,2023-04-30,30
Central African Republic,2023-05-01,30
Central African Republic,2023-05-02,30
Central African Republic,2023-05-03,30
Central African Republic,2023-05-04,30
Central African Republic,2023-05-05,30
Central African Republic,2023-05-06,30
Central African Republic,2023-05-07,30
Central African Republic,2023-05-08,30
Central African Republic,2023-05-09,30
Central African Republic,2023-05-10,30
Central African Republic,2023-05-11,30
Central African Republic,2023-05-12,30
Central African Republic,2023-05-13,30
Central African Republic,2023-05-14,30
Central African Republic,2023-05-15,30
Central African Republic,2023-05-16,30
Central African Republic,2023-05-17,30
Central African Republic,2023-05-18,30
Central African Republic,2023-05-19,30
Central African Republic,2023-05-20,30
Central African Republic,2023-05-21,30
Central African Republic,2023-05-22,30
Central African Republic,2023-05-23,30
Central African Republic,2023-05-24,30
Central African Republic,2023-05-25,30
Central African Republic,2023-05-26,30
Central African Republic,2023-05-27,30
Central African Republic,2023-05-28,30
Central African Republic,2023-05-29,30
Central African Republic,2023-05-30,30
Central African Republic,2023-05-31,30
Central African Republic,2023-06-01,30
Central African Republic,2023-06-02,30
Central African Republic,2023-06-03,30
Central African Republic,2023-06-04,30
Central African Republic,2023-06-05,30
Central African Republic,2023-06-06,30
Central African Republic,2023-06-07,30
Central African Republic,2023-06-08,30
Central African Republic,2023-06-09,30
Central African Republic,2023-06-10,30
Central African Republic,2023-06-11,30
Central African Republic,2023-06-12,30
Central African Republic,2023-06-13,30
Central African Republic,2023-06-14,30
Central African Republic,2023-06-15,30
Central African Republic,2023-06-16,30
Central African Republic,2023-06-17,30
Central African Republic,2023-06-18,30
Central African Republic,2023-06-19,30
Central African Republic,2023-06-20,30
Central African Republic,2023-06-21,30
Central African Republic,2023-06-22,30
Central African Republic,2023-06-23,30
Central African Republic,2023-06-24,30
Central African Republic,2023-06-25,30
Central African Republic,2023-06-26,30
Central African Republic,2023-06-27,30
Central African Republic,2023-06-28,30
Central African Republic,2023-06-29,30
Central African Republic,2023-06-30,30
Central African Republic,2023-07-01,30
Central African Republic,2023-07-02,30
Central African Republic,2023-07-03,30
Central African Republic,2023-07-04,30
Central African Republic,2023-07-05,30
Central African Republic,2023-07-06,30
Central African Republic,2023-07-07,30
Central African Republic,2023-07-08,30
Central African Republic,2023-07-09,30
Central African Republic,2023-07-10,30
Central African Republic,2023-07-11,30
Central African Republic,2023-07-12,30
Central African Republic,2023-07-13,30
Central African Republic,2023-07-14,30
Central African Republic,2023-07-15,30
Central African Republic,2023-07-16,30
Central African Republic,2023-07-17,30
Central African Republic,2023-07-18,30
Central African Republic,2023-07-19,30
Central African Republic,2023-07-20,30
Central African Republic,2023-07-21,30
Central African Republic,2023-07-22,30
Central African Republic,2023-07-23,30
Central African Republic,2023-07-24,30
Central African Republic,2023-07-25,30
Central African Republic,2023-07-26,30
Central African Republic,2023-07-27,30
Central African Republic,2023-07-28,30
Central African Republic,2023-07-29,30
Central African Republic,2023-07-30,30
Central African Republic,2023-07-31,30
Central African Republic,2023-08-01,30
Central African Republic,2023-08-02,30
Central African Republic,2023-08-03,30
Central African Republic,2023-08-04,30
Central African Republic,2023-08-05,30
Central African Republic,2023-08-06,30
Central African Republic,2023-08-07,30
Central African Republic,2023-08-08,30
Central African Republic,2023-08-09,30
Central African Republic,2023-08-10,30
Central African Republic,2023-08-11,30
Central African Republic,2023-08-12,30
Central African Republic,2023-08-13,30
Central African Republic,2023-08-14,30
Central African Republic,2023-08-15,30
Central African Republic,2023-08-16,30
Central African Republic,2023-08-17,30
Central African Republic,2023-08-18,30
Central African Republic,2023-08-19,30
Central African Republic,2023-08-20,30
Central African Republic,2023-08-21,30
Central African Republic,2023-08-22,30
Central African Republic,2023-08-23,30
Central African Republic,2023-08-24,30
Central African Republic,2023-08-25,30
Central African Republic,2023-08-26,30
Central African Republic,2023-08-27,30
Central African Republic,2023-08-28,30
Central African Republic,2023-08-29,30
Central African Republic,2023-08-30,30
Central African Republic,2023-08-31,30
Central African Republic,2023-09-01,30
Central African Republic,2023-09-02,30
Central African Republic,2023-09-03,30
Central African Republic,2023-09-04,30
Central African Republic,2023-09-05,30
Central African Republic,2023-09-06,30
Central African Republic,2023-09-07,30
Central African Republic,2023-09-08,30
Central African Republic,2023-09-09,30
Central African Republic,2023-09-10,30
Central African Republic,2023-09-11,30
Central African Republic,2023-09-12,30
Central African Republic,2023-09-13,30
Central African Republic,2023-09-14,30
Central African Republic,2023-09-15,30
Central African Republic,2023-09-16,30
Central African Republic,2023-09-17,30
Central African Republic,2023-09-18,30
Central African Republic,2023-09-19,30
Central African Republic,2023-09-20,30
Central African Republic,2023-09-21,30
Central African Republic,2023-09-22,30
Central African Republic,2023-09-23,30
Central African Republic,2023-09-24,30
Central African Republic,2023-09-25,30
Central African Republic,2023-09-26,30
Central African Republic,2023-09-27,30
Central African Republic,2023-09-28,30
Central African Republic,2023-09-29,30
Central African Republic,2023-09-30,30
Central African Republic,2023-10-01,30
Central African Republic,2023-10-02,30
Central African Republic,2023-10-03,30
Central African Republic,2023-10-04,30
Central African Republic,2023-10-05,30
Central African Republic,2023-10-06,30
Central African Republic,2023-10-07,30
Central African Republic,2023-10-08,30
Central African Republic,2023-10-09,30
Central African Republic,2023-10-10,30
Central African Republic,2023-10-11,30
Central African Republic,2023-10-12,30
Central African Republic,2023-10-13,30
Central African Republic,2023-10-14,30
Central African Republic,2023-10-15,30
Central African Republic,2023-10-16,30
Central African Republic,2023-10-17,30
Central African Republic,2023-10-18,30
Central African Republic,2023-10-19,30
Central African Republic,2023-10-20,30
Central African Republic,2023-10-21,30
Central African Republic,2023-10-22,30
Central African Republic,2023-10-23,30
Central African Republic,2023-10-24,30
Central African Republic,2023-10-25,30
Central African Republic,2023-10-26,30
Central African Republic,2023-10-27,30
Central African Republic,2023-10-28,30
Central African Republic,2023-10-29,30
Central African Republic,2023-10-30,30
Central African Republic,2023-10-31,30
Central African Republic,2023-11-01,30
Central African Republic,2023-11-02,30
Central African Republic,2023-11-03,30
Central African Republic,2023-11-04,30
Central African Republic,2023-11-05,30
Central African Republic,2023-11-06,30
Central African Republic,2023-11-07,30
Central African Republic,2023-11-08,30
Central African Republic,2023-11-09,30
Central African Republic,2023-11-10,30
Central African Republic,2023-11-11,30
Central African Republic,2023-11-12,30
Chile,2022-06-13,1
Chile,2022-06-14,1
Chile,2022-06-15,1
Chile,2022-06-16,1
Chile,2022-06-17,1
Chile,2022-06-18,1
Chile,2022-06-19,1
Chile,2022-06-20,3
Chile,2022-06-21,3
Chile,2022-06-22,3
Chile,2022-06-23,3
Chile,2022-06-24,3
Chile,2022-06-25,3
Chile,2022-06-26,3
Chile,2022-06-27,6
Chile,2022-06-28,6
Chile,2022-06-29,6
Chile,2022-06-30,6
Chile,2022-07-01,6
Chile,2022-07-02,6
Chile,2022-07-03,6
Chile,2022-07-04,13
Chile,2022-07-05,13
Chile,2022-07-06,13
Chile,2022-07-07,13
Chile,2022-07-08,13
Chile,2022-07-09,13
Chile,2022-07-10,13
Chile,2022-07-11,16
Chile,2022-07-12,16
Chile,2022-07-13,16
Chile,2022-07-14,16
Chile,2022-07-15,16
Chile,2022-07-16,16
Chile,2022-07-17,16
Chile,2022-07-18,20
Chile,2022-07-19,20
Chile,2022-07-20,20
Chile,2022-07-21,20
Chile,2022-07-22,20
Chile,2022-07-23,20
Chile,2022-07-24,20
Chile,2022-07-25,55
Chile,2022-07-26,55
Chile,2022-07-27,55
Chile,2022-07-28,55
Chile,2022-07-29,55
Chile,2022-07-30,55
Chile,2022-07-31,55
Chile,2022-08-01,68
Chile,2022-08-02,68
Chile,2022-08-03,68
Chile,2022-08-04,68
Chile,2022-08-05,68
Chile,2022-08-06,68
Chile,2022-08-07,68
Chile,2022-08-08,141
Chile,2022-08-09,141
Chile,2022-08-10,141
Chile,2022-08-11,141
Chile,2022-08-12,141
Chile,2022-08-13,141
Chile,2022-08-14,141
Chile,2022-08-15,207
Chile,2022-08-16,207
Chile,2022-08-17,207
Chile,2022-08-18,207
Chile,2022-08-19,207
Chile,2022-08-20,207
Chile,2022-08-21,207
Chile,2022-08-22,270
Chile,2022-08-23,270
Chile,2022-08-24,270
Chile,2022-08-25,270
Chile,2022-08-26,270
Chile,2022-08-27,270
Chile,2022-08-28,270
Chile,2022-08-29,381
Chile,2022-08-30,381
Chile,2022-08-31,381
Chile,2022-09-01,381
Chile,2022-09-02,381
Chile,2022-09-03,381
Chile,2022-09-04,381
Chile,2022-09-05,486
Chile,2022-09-06,486
Chile,2022-09-07,486
Chile,2022-09-08,486
Chile,2022-09-09,486
Chile,2022-09-10,486
Chile,2022-09-11,486
Chile,2022-09-12,728
Chile,2022-09-13,728
Chile,2022-09-14,728
Chile,2022-09-15,728
Chile,2022-09-16,728
Chile,2022-09-17,728
Chile,2022-09-18,728
Chile,2022-09-19,842
Chile,2022-09-20,842
Chile,2022-09-21,842
Chile,2022-09-22,842
Chile,2022-09-23,842
Chile,2022-09-24,842
Chile,2022-09-25,842
Chile,2022-09-26,880
Chile,2022-09-27,880
Chile,2022-09-28,880
Chile,2022-09-29,880
Chile,2022-09-30,880
Chile,2022-10-01,880
Chile,2022-10-02,880
Chile,2022-10-03,977
Chile,2022-10-04,977
Chile,2022-10-05,977
Chile,2022-10-06,977
Chile,2022-10-07,977
Chile,2022-10-08,977
Chile,2022-10-09,977
Chile,2022-10-10,1064
Chile,2022-10-11,1064
Chile,2022-10-12,1064
Chile,2022-10-13,1064
Chile,2022-10-14,1064
Chile,2022-10-15,1064
Chile,2022-10-16,1064
Chile,2022-10-17,1116
Chile,2022-10-18,1116
Chile,2022-10-19,1116
Chile,2022-10-20,1116
Chile,2022-10-21,1116
Chile,2022-10-22,1116
Chile,2022-10-23,1116
Chile,2022-10-24,1149
Chile,2022-10-25,1149
Chile,2022-10-26,1149
Chile,2022-10-27,1149
Chile,2022-10-28,1149
Chile,2022-10-29,1149
Chile,2022-10-30,1149
Chile,2022-10-31,1175
Chile,2022-11-01,1175
Chile,2022-11-02,1175
Chile,2022-11-03,1175
Chile,2022-11-04,1175
Chile,2022-11-05,1175
Chile,2022-11-06,1175
Chile,2022-11-07,1226
Chile,2022-11-08,1226
Chile,2022-11-09,1226
Chile,2022-11-10,1226
Chile,2022-11-11,1226
Chile,2022-11-12,1226
Chile,2022-11-13,1226
Chile,2022-11-14,1260
Chile,2022-11-15,1260
Chile,2022-11-16,1260
Chile,2022-11-17,1260
Chile,2022-11-18,1260
Chile,2022-11-19,1260
Chile,2022-11-20,1260
Chile,2022-11-21,1278
Chile,2022-11-22,1278
Chile,2022-11-23,1278
Chile,2022-11-24,1278
Chile,2022-11-25,1278
Chile,2022-11-26,1278
Chile,2022-11-27,1278
Chile,2022-11-28,1312
Chile,2022-11-29,1312
Chile,2022-11-30,1312
Chile,2022-12-01,1312
Chile,2022-12-02,1312
Chile,2022-12-03,1312
Chile,2022-12-04,1312
Chile,2022-12-05,1340
Chile,2022-12-06,1340
Chile,2022-12-07,1340
Chile,2022-12-08,1340
Chile,2022-12-09,1340
Chile,2022-12-10,1340
Chile,2022-12-11,1340
Chile,2022-12-12,1361
Chile,2022-12-13,1361
Chile,2022-12-14,1361
Chile,2022-12-15,1361
Chile,2022-12-16,1361
Chile,2022-12-17,1361
Chile,2022-12-18,1361
Chile,2022-12-19,1372
Chile,2022-12-20,1372
Chile,2022-12-21,1372
Chile,2022-12-22,1372
Chile,2022-12-23,1372
Chile,2022-12-24,1372
Chile,2022-12-25,1372
Chile,2022-12-26,1377
Chile,2022-12-27,1377
Chile,2022-12-28,1377
Chile,2022-12-29,1377
Chile,2022-12-30,1377
Chile,2022-12-31,1377
Chile,2023-01-01,1377
Chile,2023-01-02,1387
Chile,2023-01-03,1387
Chile,2023-01-04,1387
Chile,2023-01-05,1387
Chile,2023-01-06,1387
Chile,2023-01-07,1387
Chile,2023-01-08,1387
Chile,2023-01-09,1398
Chile,2023-01-10,1398
Chile,2023-01-11,1398
Chile,2023-01-12,1398
Chile,2023-01-13,1398
Chile,2023-01-14,1398
Chile,2023-01-15,1398
Chile,2023-01-16,1406
Chile,2023-01-17,1406
Chile,2023-01-18,1406
Chile,2023-01-19,1406
Chile,2023-01-20,1406
Chile,2023-01-21,1406
Chile,2023-01-22,1406
Chile,2023-01-23,1408
Chile,2023-01-24,1408
Chile,2023-01-25,1408
Chile,2023-01-26,1408
Chile,2023-01-27,1408
Chile,2023-01-28,1408
Chile,2023-01-29,1408
Chile,2023-01-30,1417
Chile,2023-01-31,1417
Chile,2023-02-01,1417
Chile,2023-02-02,1417
Chile,2023-02-03,1417
Chile,2023-02-04,1417
Chile,2023-02-05,1417
Chile,2023-02-06,1423
Chile,2023-02-07,1423
Chile,2023-02-08,1423
Chile,2023-02-09,1423
Chile,2023-02-10,1423
Chile,2023-02-11,1423
Chile,2023-02-12,1423
Chile,2023-02-13,1427
Chile,2023-02-14,1427
Chile,2023-02-15,1427
Chile,2023-02-16,1427
Chile,2023-02-17,1427
Chile,2023-02-18,1427
Chile,2023-02-19,1427
Chile,2023-02-20,1431
Chile,2023-02-21,1431
Chile,2023-02-22,1431
Chile,2023-02-23,1431
Chile,2023-02-24,1431
Chile,2023-02-25,1431
Chile,2023-02-26,1431
Chile,2023-02-27,1432
Chile,2023-02-28,1432
Chile,2023-03-01,1432
Chile,2023-03-02,1432
Chile,2023-03-03,1432
Chile,2023-03-04,1432
Chile,2023-03-05,1432
Chile,2023-03-06,1435
Chile,2023-03-07,1435
Chile,2023-03-08,1435
Chile,2023-03-09,1435
Chile,2023-03-10,1435
Chile,2023-03-11,1435
Chile,2023-03-12,1435
Chile,2023-03-13,1435
Chile,2023-03-14,1435
Chile,2023-03-15,1435
Chile,2023-03-16,1435
Chile,2023-03-17,1435
Chile,2023-03-18,1435
Chile,2023-03-19,1435
Chile,2023-03-20,1437
Chile,2023-03-21,1437
Chile,2023-03-22,1437
Chile,2023-03-23,1437
Chile,2023-03-24,1437
Chile,2023-03-25,1437
Chile,2023-03-26,1437
Chile,2023-03-27,1439
Chile,2023-03-28,1439
Chile,2023-03-29,1439
Chile,2023-03-30,1439
Chile,2023-03-31,1439
Chile,2023-04-01,1439
Chile,2023-04-02,1439
Chile,2023-04-03,1439
Chile,2023-04-04,1439
Chile,2023-04-05,1439
Chile,2023-04-06,1439
Chile,2023-04-07,1439
Chile,2023-04-08,1439
Chile,2023-04-09,1439
Chile,2023-04-10,1439
Chile,2023-04-11,1439
Chile,2023-04-12,1439
Chile,2023-04-13,1439
Chile,2023-04-14,1439
Chile,2023-04-15,1439
Chile,2023-04-16,1439
Chile,2023-04-17,1440
Chile,2023-04-18,1440
Chile,2023-04-19,1440
