Date,data,median,LB,UB
2022-09-04,1,1.0,1.0,1.0
2022-09-11,1,0.355901434794468,-0.0,30.0113956591107
2022-09-18,0,0.302684345848445,-0.0,31.2312734479783
2022-09-25,0,0.423474462208412,-0.0,30.5660443252565
2022-10-02,0,-0.0402430083954362,-0.0,30.2693205100663
2022-10-09,1,0.599671724685481,-0.0,31.0515928221572
2022-10-16,0,0.119001557988784,-0.0,30.984127906736
2022-10-23,0,0.276559193265112,-0.0,30.3012816130198
2022-10-30,0,0.631631295564961,-0.0,30.3480028469539
2022-11-06,0,0.608662376289755,-0.0,30.6856429079277
2022-11-13,0,0.673163562381242,-0.0,30.4095631971375
2022-11-20,0,0.812663837001729,-0.0,30.5191199893315
2022-11-27,0,1.26662310693847,-0.0,32.6565747905785
2022-12-04,0,1.22336545005556,-0.0,31.4443605038307
2022-12-11,0,0.63692927622647,-0.0,30.4896507386584
2022-12-18,0,1.14310634286737,-0.0,32.1757196343019
2022-12-25,0,1.78708945566075,-0.0,32.5729115854956
2023-01-01,0,1.7063492384002,-0.0,32.8228263871114
2023-01-08,0,1.9029551545877,-0.0,33.3639352902885
2023-01-15,0,2.36350230318471,-0.0,32.8591901315909
2023-01-22,0,2.36668048697801,-0.0,33.01303160167
2023-01-29,1,2.89030896823248,-0.0,33.4911852697781
2023-02-05,0,3.48872594776372,-0.0,33.1982097469588
2023-02-12,0,3.63526470959508,-0.0,33.7211911618212
2023-02-19,1,3.99573063184176,-0.0,35.3398502994723
2023-02-26,2,4.63120957815832,-0.0,35.6619421805615
2023-03-05,1,5.41999176106775,-0.0,36.7286543133117
2023-03-12,4,5.75750827116154,-0.0,35.6209888375639
2023-03-19,4,6.87830134698691,-0.0,37.1994738177346
2023-03-26,5,7.6083258247226,-0.0,39.1112058215315
2023-04-02,1,8.78440255194821,-0.0,40.6655968274055
2023-04-09,0,9.05474593056581,-0.0,40.4286983825371
2023-04-16,15,10.0018444898845,-0.0,43.0942123860128
2023-04-23,15,11.1355521482407,-0.0,44.4691860309263
2023-04-30,16,12.9834718935409,-0.0,45.6071889977521
2023-05-07,16,14.4026879481034,-0.0,46.0640390581547
2023-05-14,12,15.6330655492368,-0.0,49.0906574046272
2023-05-21,20,17.3570171379206,-0.0,50.9234598696695
2023-05-28,18,19.5248399964909,-0.0,52.208477682175
2023-06-04,21,21.31193501789,-0.0,54.0723546047268
2023-06-11,0,24.0177974083003,-0.0,55.5962566462296
2023-06-18,33,25.841359581746,-0.0,58.1531037857859
2023-06-25,106,28.2616490899794,-0.0,61.2935026568515
2023-07-02,41,31.3105897609904,-0.0,63.0759663770299
2023-07-09,12,34.2810513698623,0.607204210774224,66.5461482174921
2023-07-16,15,37.3723462133689,3.59154880814945,68.9192239255949
2023-07-23,14,49.2922371923798,16.5375401176844,84.9829867887915
2023-07-30,500,506.820968631769,468.584714155488,551.915098190167
2023-08-06,14,12206.968701146,491.123811616151,58052.0506354769
2023-08-13,18,302551.577305073,67.3528714005849,6822056.37987037
