Date,data,median,LB,UB
2022-09-04,1,1.0,1.0,1.0
2022-09-11,1,0.130203178049637,-0.0,9.06716999270465
2022-09-18,0,0.088828551619059,-0.0,9.12916393139016
2022-09-25,0,0.356235447348486,-0.0,9.09248940408765
2022-10-02,0,0.204745747656178,-0.0,9.07960061038217
2022-10-09,1,0.328282065751047,-0.0,9.22849987902801
2022-10-16,0,0.217717786432248,-0.0,8.87713029648946
2022-10-23,0,0.448195909403938,-0.0,9.51778186089852
2022-10-30,0,0.37961088091068,-0.0,9.03829255823904
2022-11-06,0,0.600676392899195,-0.0,9.52785480073981
2022-11-13,0,0.719032475902944,-0.0,9.41318003955151
2022-11-20,0,0.931923059991185,-0.0,9.66155239455104
2022-11-27,0,0.792373879321021,-0.0,9.54723945950425
2022-12-04,0,1.024160876509,-0.0,9.73011773607498
2022-12-11,0,1.06605761262349,-0.0,9.94699143704651
2022-12-18,0,1.2067823896179,-0.0,10.2253221176227
2022-12-25,0,1.41427405693237,-0.0,10.1251626678958
2023-01-01,0,1.63313120697185,-0.0,10.3324624388114
2023-01-08,0,1.84412009145528,-0.0,10.627394202737
2023-01-15,0,2.13473764629476,-0.0,11.3353968109656
2023-01-22,0,2.4475292752813,-0.0,11.3307667910822
2023-01-29,1,2.66863605028482,-0.0,11.7755564453256
2023-02-05,0,3.019104524014,-0.0,11.9388923426682
2023-02-12,0,3.58499218118452,-0.0,12.4134719401816
2023-02-19,1,3.88465402045974,-0.0,12.5974859296334
2023-02-26,2,4.45668699370282,-0.0,13.504171148014
2023-03-05,1,4.91247545749336,-0.0,13.8057375289629
2023-03-12,4,5.4167791826677,-0.0,14.2453435181609
2023-03-19,4,6.13367238769669,-0.0,15.1325766389897
2023-03-26,5,6.78567126137898,-0.0,15.8357227680262
2023-04-02,1,7.52736396163597,-0.0,16.6409323282327
2023-04-09,0,8.44840633859104,-0.0,17.695076536703
2023-04-16,15,9.13601796657268,-0.0,18.3700987151337
2023-04-23,15,10.0455897210361,0.378299626798943,19.3203684448217
2023-04-30,16,10.8542628091196,1.18209953154044,20.1010549865831
2023-05-07,16,11.7612190025572,2.20849176883932,21.0311608274808
2023-05-14,12,12.7051284935895,3.14714541992715,21.7516557999518
2023-05-21,20,13.6728461776717,4.10523750210915,22.5957984912994
2023-05-28,18,14.277165534322,4.77184670143375,23.4115843063677
2023-06-04,21,15.1762629735107,6.20292974279313,24.5776576132663
2023-06-11,0,16.0464088410547,6.83436781243097,25.1827042634258
2023-06-18,33,22.7921718378956,9.25472946466067,43.0392530479566
2023-06-25,106,96.3397108305728,13.6927117087091,111.898996683237
2023-07-02,41,44.8323558131533,13.3255276764396,78.408442537934
2023-07-09,12,21.7724801594931,11.0266324738598,33.4668418317396
2023-07-16,15,20.6508827841117,9.19923507887199,104.7969098485
2023-07-23,14,21.3489672934305,8.0940460127801,51.6846760392011
2023-07-30,500,20.5649860993634,6.85004909428308,34.5659307766555
2023-08-06,14,20.6332333642783,5.70919804254152,36.3086648541947
