Date,data,median,LB,UB
2023-01-29,1,1.0,1,1.0
2023-02-05,0,4.26126032794529,0,220.488220238115
2023-02-12,0,6.31089537733672,0,219.134830430122
2023-02-19,1,7.82560105510589,0,227.686903939607
2023-02-26,2,3.99353690899178,0,222.018517553153
2023-03-05,1,9.28225799677496,0,230.292282078676
2023-03-12,4,12.5001092520388,0,226.897883974092
2023-03-19,4,9.05140466194875,0,229.585867862044
2023-03-26,5,11.041036914163,0,233.122925724402
2023-04-02,1,12.6819383977915,0,227.624424981555
2023-04-09,0,13.8190261247612,0,234.220604967039
2023-04-16,15,17.2220654543405,0,235.063713209844
2023-04-23,15,17.1085076279955,0,224.8564425555
2023-04-30,16,19.0158608470727,0,237.982960828527
2023-05-07,16,22.615391840372,0,234.282460051846
2023-05-14,12,27.2458872888629,0,248.901640098867
2023-05-21,20,30.2228154813593,0,248.024506498305
2023-05-28,18,34.4986497185686,0,256.397707980943
2023-06-04,21,37.9111270857655,0,260.058993582692
2023-06-11,0,42.7374484342568,0,266.715459303493
2023-06-18,33,50.2614579630121,0,278.965735374241
2023-06-25,106,57.5639546269236,0,292.146334610847
2023-07-02,41,65.2972215735142,0,290.167064404933
2023-07-09,12,82.1722047668144,0,326.202781150136
2023-07-16,15,75.4190897982695,0,308.401442686763
2023-07-23,14,85.265372743112,0,322.584469307882
2023-07-30,500,106.393370831586,0,386.847433217211
2023-08-06,14,108.760597636536,0,392.167696734212
2023-08-13,18,101.571866181851,0,351.14344759807
2023-08-20,14,98.4070992936805,0,335.955642968457
2023-08-27,504,98.4287099209472,0,340.409485234202
2023-09-03,22,96.9566191380303,0,341.246795993145
2023-09-10,19,96.4733207486094,0,328.820535354678
2023-09-17,12,92.1086968655094,0,331.307554098263
2023-09-24,312,89.3498420299165,0,317.658278387503
2023-10-01,6,85.8991304347086,0,316.925362859177
2023-10-08,0,80.3051948068426,0,306.372422337
2023-10-15,2,78.5880047863053,0,305.230524325708
2023-10-22,6,76.6699203583371,0,306.908205713977
2023-10-29,130,74.4428153074505,0,305.862534835641
2023-11-05,1,73.400961167838,0,303.819957991262
2023-11-12,3,68.3181335860123,0,306.891234557755
2023-11-19,2,69.0222098421665,0,304.080088790509
2023-11-26,81,68.3571843829939,0,314.886454537188
2023-12-03,0,68.9831274218372,0,317.285422960684
