Date,data,median,LB,UB
2022-09-04,1,1.0,1.0,1.0
2022-09-11,1,0.192614928521254,-0.0,9.96716743228225
2022-09-18,0,0.340174435039489,-0.0,10.0473002999574
2022-09-25,0,0.18771583268059,-0.0,10.0334478397895
2022-10-02,0,0.434933715696481,-0.0,10.0958304529121
2022-10-09,1,0.529900797858279,-0.0,10.4917026269835
2022-10-16,0,0.540222008888138,-0.0,10.4261301590537
2022-10-23,0,0.529118356283053,-0.0,10.4418296708863
2022-10-30,0,0.661382338041021,-0.0,10.4164406085134
2022-11-06,0,0.781492510571608,-0.0,10.7038026476871
2022-11-13,0,1.01062186758488,-0.0,10.8489474873411
2022-11-20,0,1.16168743598148,-0.0,11.066944981607
2022-11-27,0,1.22630702567989,-0.0,11.0897215068125
2022-12-04,0,1.20673046433174,-0.0,11.1047559945379
2022-12-11,0,1.72442824760527,-0.0,11.4919275994985
2022-12-18,0,1.90509656468705,-0.0,11.459437702955
2022-12-25,0,2.05317147410449,-0.0,11.8685582480253
2023-01-01,0,2.20403277189309,-0.0,11.9903772123566
2023-01-08,0,2.5002843530186,-0.0,12.2061603538262
2023-01-15,0,2.89561266401373,-0.0,12.6423543630915
2023-01-22,0,3.12451317986638,-0.0,12.8832766931694
2023-01-29,1,3.46332040367881,-0.0,13.5856084988093
2023-02-05,0,3.87450847434049,-0.0,13.4002597998777
2023-02-12,0,4.25075908337251,-0.0,13.9664985103988
2023-02-19,1,4.68697839985158,-0.0,14.8185031605298
2023-02-26,2,5.11497980370514,-0.0,15.4363268121852
2023-03-05,1,5.41110846921267,-0.0,15.5878454262463
2023-03-12,4,5.94380528835456,-0.0,16.3775186166032
2023-03-19,4,6.57312842237197,-0.0,16.6558195483459
2023-03-26,5,7.00627543642293,-0.0,17.1937386535512
2023-04-02,1,7.59520560433889,-0.0,18.217798580325
2023-04-09,0,8.04724979448492,-0.0,18.3978168957723
2023-04-16,15,8.40727218407923,-0.0,19.4553374087347
2023-04-23,15,8.99809934739467,-0.0,19.8452907914418
2023-04-30,16,9.42394977848805,-0.0,21.0564604165179
2023-05-07,16,9.81218732868991,-0.0,21.9147309673475
2023-05-14,12,10.4424227306708,-0.0,22.0551773699561
2023-05-21,20,10.7389046835067,-0.0,24.0365404472735
2023-05-28,18,10.9409649574067,-0.0,24.8241244716349
2023-06-04,21,11.3596719823369,0.075931207680962,24.953730473991
2023-06-11,0,11.7794035245155,0.239720933129381,24.0861172720413
2023-06-18,33,25.8076348323109,8.54072993105411,80.1991305425107
2023-06-25,106,103.373267005117,12.9379286836178,118.127645119316
2023-07-02,41,42.1567554385647,11.8105948538292,60.5743833286061
2023-07-09,12,14.1351475190475,3.39150349694848,25.733577744187
2023-07-16,15,12.1323694418904,1.03192456544328,27.1917306619702
2023-07-23,14,11.9535749459344,0.744609520462087,133.015747200032
