Date,data,median,LB,UB
2023-01-29,1,1.0,1,1.0
2023-02-05,0,3.34993532621405,0,227.547673074001
2023-02-12,0,2.69610158914548,0,225.540438431835
2023-02-19,1,6.25307348896703,0,221.983463781792
2023-02-26,2,6.37634381100635,0,228.525858457431
2023-03-05,1,2.82743690454264,0,225.378325158022
2023-03-12,4,9.11883519613225,0,229.084642196838
2023-03-19,4,8.41412769330766,0,237.316440811249
2023-03-26,5,9.54953063374099,0,234.053534089548
2023-04-02,1,7.88848201903132,0,235.639317068805
2023-04-09,0,10.7997369728154,0,234.92327724649
2023-04-16,15,13.3486437010226,0,233.543548423543
2023-04-23,15,12.8248508374087,0,237.442503641592
2023-04-30,16,14.4093856805877,0,238.566909742876
2023-05-07,16,16.0094004047899,0,257.271238272557
2023-05-14,12,20.345054714015,0,248.890688849638
2023-05-21,20,21.5399549951677,0,239.485696231219
2023-05-28,18,22.2353351584653,0,244.129911312444
2023-06-04,21,26.788068314471,0,254.941871641953
2023-06-11,0,32.0996233245009,0,258.641957341396
2023-06-18,33,39.3910651929995,0,269.158513051148
2023-06-25,106,45.4231207072536,0,275.733771245641
2023-07-02,41,49.5174356564165,0,286.910591757854
2023-07-09,12,53.5426359814035,0,290.598071304794
2023-07-16,15,62.2005769958425,0,297.565995260904
2023-07-23,14,65.9378808947958,0,306.90113903973
2023-07-30,500,77.7752313077263,0,345.491543223913
2023-08-06,14,97.6606765105019,0,558.748170337166
2023-08-13,18,87.6824109061565,0,374.811870823527
2023-08-20,14,85.6407837149419,0,337.343441243828
2023-08-27,504,111.361159559142,0,569.092124887832
2023-09-03,22,119.256584947581,0,538.070372613483
2023-09-10,19,88.2036386532312,0,362.832936311731
2023-09-17,12,79.7981552259814,0,325.143509238673
2023-09-24,312,75.970571855897,0,313.050729976023
2023-10-01,6,71.7925005252681,0,309.20014227029
2023-10-08,0,71.7021097217759,0,302.172336766017
2023-10-15,2,64.761785117319,0,321.586601907618
2023-10-22,6,62.9777492883958,0,312.724493967262
2023-10-29,130,59.2563029590464,0,317.103138327404
2023-11-05,1,63.7156486192731,0,320.126041434899
2023-11-12,3,65.5604077048573,0,331.018732416323
