Date,data,median,LB,UB
2022-09-04,1,1.0,1.0,1.0
2022-09-11,1,0.252218016062351,-0.0,10.0329246915097
2022-09-18,0,0.349961916141501,-0.0,9.86835070041885
2022-09-25,0,0.259306384898406,-0.0,10.1770677449895
2022-10-02,0,0.476515758721245,-0.0,10.268787565029
2022-10-09,1,0.366166912808347,-0.0,10.2401060972552
2022-10-16,0,0.524543645622812,-0.0,10.3249239146778
2022-10-23,0,0.504583828602117,-0.0,10.5465617499733
2022-10-30,0,0.827826172369591,-0.0,10.5121084818097
2022-11-06,0,0.843665329333484,-0.0,10.62760948183
2022-11-13,0,1.00006861178757,-0.0,10.578710801235
2022-11-20,0,1.11207735292071,-0.0,11.0726935174008
2022-11-27,0,1.30524217857022,-0.0,10.996838389647
2022-12-04,0,1.29791828510769,-0.0,11.1806745403351
2022-12-11,0,1.73255695241224,-0.0,11.4256704084689
2022-12-18,0,1.84112835964744,-0.0,11.856981817574
2022-12-25,0,2.16031773043515,-0.0,11.6581769017107
2023-01-01,0,2.3367376316739,-0.0,12.2077385188998
2023-01-08,0,2.59156524221745,-0.0,12.5810200371097
2023-01-15,0,2.90275728201162,-0.0,12.9436246090875
2023-01-22,0,3.15628646306172,-0.0,12.9689169858136
2023-01-29,1,3.67567846849793,-0.0,13.7299487155426
2023-02-05,0,3.90188844424197,-0.0,13.7212233122966
2023-02-12,0,4.24147120932861,-0.0,13.8730098352822
2023-02-19,1,4.73632597238226,-0.0,14.7224937372617
2023-02-26,2,5.10094807562996,-0.0,15.1688986445863
2023-03-05,1,5.63562973211472,-0.0,15.4387840126316
2023-03-12,4,6.08447584445573,-0.0,16.2396894986942
2023-03-19,4,6.51182751006564,-0.0,17.0428546345191
2023-03-26,5,6.93493336421728,-0.0,16.9900946417014
2023-04-02,1,7.4745717121929,-0.0,17.8730765207092
2023-04-09,0,7.80363002762959,-0.0,18.1099515984662
2023-04-16,15,8.40627924534219,-0.0,19.4570905436087
2023-04-23,15,8.81882585127152,-0.0,19.458748484953
2023-04-30,16,9.24053357393564,-0.0,20.3949304222016
2023-05-07,16,9.75508169663616,-0.0,20.956746578208
2023-05-14,12,10.1185568929959,-0.0,21.2698981723792
2023-05-21,20,10.4495267800084,-0.0,22.5221522094959
2023-05-28,18,10.7181904319931,0.0241517139135041,23.834923815172
2023-06-04,21,10.9566331114564,0.173921829586636,24.4942857973568
2023-06-11,0,11.9136465064454,0.971568390895818,24.5363121804587
2023-06-18,33,28.969084024509,9.05803596257055,77.7826097923491
2023-06-25,106,104.210537933681,14.0143481837269,118.616902953524
2023-07-02,41,42.9045032393693,13.1562516842659,83.2461388930862
2023-07-09,12,14.1399714673391,3.50368819764114,25.9573858474933
2023-07-16,15,11.5935738044798,1.00072627509485,25.9087961957937
2023-07-23,14,11.4353310338076,0.563797530558531,130.946558944682
