Date,data,median,LB,UB
2023-01-29,1,1.0,1,1.0
2023-02-05,0,4.29004369572903,0,198.364300589703
2023-02-12,0,3.52612417702793,0,199.850796963106
2023-02-19,1,8.36416074227746,0,204.050246024875
2023-02-26,2,8.13338296261339,0,205.701850595466
2023-03-05,1,6.24871593015998,0,203.228983160731
2023-03-12,4,9.17252773744342,0,206.208695461301
2023-03-19,4,9.98048917272406,0,200.046946043086
2023-03-26,5,11.4245422634323,0,204.693552373728
2023-04-02,1,12.0935771289669,0,212.959743964608
2023-04-09,0,10.2708698603546,0,207.184481813543
2023-04-16,15,13.5729002222756,0,208.844540754158
2023-04-23,15,17.5126757786618,0,213.686078157337
2023-04-30,16,16.0293744567153,0,212.330398051677
2023-05-07,16,18.1721211187333,0,217.403142253708
2023-05-14,12,20.828164995804,0,216.423348262787
2023-05-21,20,25.3724849794543,0,225.578799900239
2023-05-28,18,27.4844138312414,0,226.938186827348
2023-06-04,21,32.0515891614691,0,231.282891619687
2023-06-11,0,37.0033311698267,0,240.82060164215
2023-06-18,33,43.7046271693921,0,252.181345027356
2023-06-25,106,49.6187548053927,0,256.543935579597
2023-07-02,41,56.7501656769834,0,268.235318049047
2023-07-09,12,58.0166683672754,0,275.269426720548
2023-07-16,15,67.8023826748295,0,279.193481741577
2023-07-23,14,72.4172723457818,0,292.199618622905
2023-07-30,500,75.9561870900843,0,303.921318722589
2023-08-06,14,81.8251189758909,0,301.993651951946
2023-08-13,18,83.6360134699944,0,305.564421345107
2023-08-20,14,86.2858842059715,0,306.996862664034
2023-08-27,504,100.014189596992,0,415.896948801628
2023-09-03,22,91.6495092357617,0,369.777014830001
2023-09-10,19,84.2902251082139,0,284.596131498217
2023-09-17,12,83.2647407439409,0,282.385271350573
2023-09-24,312,76.5856435215207,0,275.955047192018
2023-10-01,6,72.1906636195494,0,276.59486902076
2023-10-08,0,72.0315218443617,0,269.260481511774
2023-10-15,2,68.6094858421724,0,273.198978695043
2023-10-22,6,63.326003813218,0,264.889514064248
2023-10-29,130,64.1453205827018,0,266.482595333975
2023-11-05,1,62.0918297860229,0,269.182451093155
2023-11-12,3,62.6455800100507,0,272.135907483222
2023-11-19,2,59.6941910786141,0,281.213471658591
2023-11-26,81,55.6215760815061,0,283.959593248859
2023-12-03,0,63.8731812471603,0,284.66135508123
2023-12-10,0,62.7564591147247,0,294.271728144547
2023-12-17,0,60.7992960301929,0,296.918235020368
2023-12-24,0,61.0043745877113,0,292.904772122191
2023-12-31,0,59.3146766814035,0,306.527361422265
